is_label_issue,label_quality,given_label,predicted_label
False,0.6471216082572937,1,1
False,0.9445026516914368,1,1
False,0.967766523361206,2,2
True,0.11979977041482925,1,2
False,0.9357459545135498,2,2
False,0.5642796158790588,2,2
False,0.9615085124969482,2,2
False,0.9768484830856323,2,2
False,0.9680478572845459,2,2
True,0.016292337328195572,2,1
False,0.9079083204269409,0,0
False,0.9562689065933228,1,1
False,0.995005190372467,1,1
False,0.4452635645866394,0,1
True,0.14904597401618958,1,2
False,0.9978551268577576,1,1
False,0.9540497064590454,0,0
False,0.8313608169555664,0,0
False,0.9890674948692322,1,1
True,0.17359504103660583,0,1
False,0.9843080639839172,1,1
False,0.612326979637146,2,2
False,0.7904845476150513,2,2
False,0.6314619779586792,0,0
False,0.7661145925521851,1,1
False,0.8105843663215637,0,0
False,0.9967095851898193,1,1
False,0.9594688415527344,1,1
False,0.947826623916626,1,1
False,0.9612435102462769,0,0
False,0.966574490070343,1,1
False,0.9970842003822327,1,1
False,0.9674518704414368,2,2
True,0.2155267894268036,1,0
True,0.1450529545545578,1,0
True,0.1780589371919632,1,2
False,0.49226534366607666,0,1
False,0.9963757395744324,1,1
False,0.9566203951835632,2,2
False,0.9726691246032715,2,2
False,0.4025270640850067,1,0
False,0.6371883153915405,0,0
False,0.88515305519104,2,2
False,0.8515948057174683,0,0
False,0.9808289408683777,1,1
True,0.10988235473632812,1,0
True,0.06152036786079407,1,2
False,0.2842104434967041,1,2
False,0.8960598111152649,2,2
False,0.20020751655101776,2,1
False,0.908653974533081,2,2
False,0.9066863059997559,2,2
False,0.9926838278770447,1,1
False,0.9982172846794128,1,1
True,0.18905498087406158,1,2
False,0.9971053004264832,1,1
False,0.9890013933181763,1,1
True,0.049189355224370956,1,2
False,0.9788087010383606,1,1
False,0.9692639112472534,1,1
False,0.9815844297409058,1,1
False,0.6686550378799438,1,1
False,0.9377485513687134,0,0
False,0.9980806112289429,1,1
False,0.9803159832954407,2,2
False,0.9514416456222534,2,2
False,0.9984234571456909,1,1
False,0.9942836165428162,1,1
False,0.8546034693717957,1,1
False,0.9705320000648499,1,1
False,0.7201268672943115,1,1
False,0.9963975548744202,1,1
False,0.9687076210975647,2,2
True,0.22063478827476501,1,2
False,0.741799533367157,2,2
True,0.08786675333976746,2,1
False,0.9490855932235718,1,1
False,0.6131201982498169,0,0
False,0.9979745745658875,1,1
False,0.9642595648765564,2,2
False,0.9963803887367249,1,1
False,0.320643812417984,1,0
False,0.9764720797538757,2,2
False,0.9860171675682068,1,1
False,0.950191080570221,1,1
False,0.9899722337722778,1,1
False,0.9975307583808899,1,1
True,0.02023991011083126,0,1
False,0.9975928664207458,1,1
False,0.9684717655181885,0,0
True,0.04058283939957619,1,0
False,0.9965067505836487,1,1
False,0.9860148429870605,1,1
False,0.9914352297782898,1,1
True,0.13667601346969604,1,0
True,0.008480571210384369,2,1
False,0.8000661730766296,1,1
False,0.8367291688919067,2,2
False,0.9556097388267517,2,2
False,0.9767467975616455,1,1
False,0.995979905128479,1,1
False,0.6711441874504089,1,1
False,0.2520129382610321,2,1
False,0.965596079826355,2,2
False,0.9686368107795715,2,2
False,0.9821419715881348,2,2
False,0.9976276755332947,1,1
False,0.9733161330223083,2,2
False,0.9775525331497192,1,1
False,0.93349289894104,1,1
False,0.9799846410751343,2,2
False,0.9729764461517334,1,1
False,0.45369476079940796,0,1
False,0.9748849272727966,1,1
False,0.9660719037055969,2,2
False,0.9055586457252502,1,1
False,0.9965205192565918,1,1
False,0.9569910168647766,2,2
False,0.9980283379554749,1,1
False,0.9265865683555603,2,2
False,0.9544301629066467,1,1
False,0.8742293119430542,1,1
False,0.9980695843696594,1,1
False,0.9972667694091797,1,1
False,0.9989122152328491,1,1
False,0.9650111198425293,2,2
False,0.8075079321861267,2,2
True,0.08668307960033417,2,1
False,0.3301581144332886,2,1
False,0.9853674173355103,1,1
False,0.9217000603675842,2,2
False,0.9711445569992065,0,0
False,0.9641252756118774,2,2
False,0.961342990398407,1,1
False,0.9918524622917175,1,1
False,0.9788910746574402,2,2
False,0.9780543446540833,1,1
False,0.9832582473754883,1,1
False,0.9882088899612427,1,1
False,0.7483143210411072,0,0
True,0.18051108717918396,1,0
False,0.8478378653526306,1,1
True,0.03485548868775368,1,2
False,0.9501444697380066,1,1
False,0.9769002199172974,1,1
False,0.9543973803520203,1,1
True,0.09091144800186157,1,0
False,0.9748378992080688,1,1
False,0.9301692843437195,2,2
False,0.6646796464920044,1,1
False,0.9867689609527588,1,1
False,0.9975219368934631,1,1
False,0.9507895708084106,0,0
False,0.9943243265151978,1,1
False,0.9961495399475098,1,1
False,0.945973813533783,2,2
False,0.9800035357475281,2,2
False,0.8462721705436707,2,2
False,0.9614030718803406,2,2
False,0.9421128034591675,0,0
False,0.9526001214981079,1,1
False,0.48298123478889465,1,2
False,0.9637162089347839,1,1
False,0.965654194355011,2,2
False,0.8891037106513977,2,2
True,0.10315800458192825,0,1
False,0.8909831643104553,0,0
False,0.2017727941274643,2,1
False,0.7394810914993286,1,1
False,0.9984917640686035,1,1
False,0.9988958835601807,1,1
False,0.9271115064620972,1,1
False,0.9922716617584229,1,1
False,0.9981101751327515,1,1
False,0.9214593172073364,2,2
False,0.7266982197761536,2,2
False,0.9970314502716064,1,1
False,0.9612640142440796,1,1
False,0.7663158178329468,1,1
False,0.8845424652099609,1,1
False,0.9544816613197327,1,1
True,0.34066227078437805,1,0
False,0.9551668763160706,2,2
False,0.31932681798934937,0,1
False,0.9981157779693604,1,1
False,0.9099841713905334,1,1
False,0.9270278215408325,0,0
False,0.9534035325050354,2,2
False,0.9616315364837646,1,1
False,0.8156079053878784,1,1
False,0.974357008934021,1,1
False,0.9511798024177551,2,2
False,0.9494211673736572,0,0
True,0.11330683529376984,1,0
False,0.9890356659889221,1,1
False,0.9978616833686829,1,1
False,0.9647647142410278,0,0
False,0.9445502161979675,1,1
False,0.9979815483093262,1,1
False,0.9966210126876831,1,1
False,0.8738113045692444,1,1
False,0.9924780130386353,1,1
False,0.9627425670623779,2,2
False,0.9402672052383423,1,1
False,0.8842558264732361,0,0
False,0.985289990901947,1,1
False,0.3137691915035248,1,2
False,0.9273055195808411,0,0
False,0.9980087876319885,1,1
False,0.998156726360321,1,1
False,0.9607555866241455,2,2
False,0.8909556865692139,1,1
False,0.9483945965766907,1,1
False,0.8797994256019592,1,1
True,0.14834383130073547,2,1
False,0.9795964956283569,1,1
False,0.8441654443740845,1,1
True,0.08910539001226425,1,2
False,0.3873765170574188,1,0
False,0.9941522479057312,1,1
False,0.6785649657249451,1,1
False,0.9145578145980835,0,0
True,0.3079177141189575,1,0
False,0.6332310438156128,0,0
False,0.9471497535705566,1,1
False,0.8096786737442017,1,1
False,0.994178056716919,1,1
False,0.9949755668640137,1,1
False,0.9986889958381653,1,1
True,0.13916590809822083,2,0
False,0.8919509053230286,2,2
False,0.551896870136261,1,1
False,0.989822506904602,1,1
False,0.7228295207023621,2,2
False,0.9551474452018738,1,1
False,0.7684115171432495,1,1
True,0.11359141021966934,2,1
False,0.9950685501098633,1,1
False,0.9045475125312805,2,2
True,0.06965239346027374,1,2
False,0.868280827999115,2,2
False,0.9612515568733215,1,1
False,0.8317804336547852,0,0
False,0.8211159110069275,2,2
False,0.9978690147399902,1,1
False,0.951335072517395,1,1
False,0.9915295839309692,1,1
False,0.9567263126373291,1,1
False,0.9959977865219116,1,1
False,0.9927586317062378,1,1
False,0.2132260948419571,2,1
False,0.9503342509269714,2,2
False,0.9959208965301514,1,1
False,0.9939483404159546,1,1
False,0.9893646240234375,1,1
False,0.8299936652183533,2,2
False,0.997725784778595,1,1
True,0.16747647523880005,1,0
False,0.9955702424049377,1,1
False,0.9768396019935608,1,1
False,0.9629279971122742,1,1
False,0.8571504354476929,1,1
False,0.9863781929016113,2,2
False,0.8412681818008423,1,1
True,0.14506687223911285,1,2
False,0.8144790530204773,1,1
False,0.29827460646629333,0,1
False,0.9466824531555176,2,2
True,0.06337786465883255,1,2
True,0.05774010717868805,0,1
False,0.8171868920326233,1,1
False,0.6628950834274292,0,0
False,0.7765324711799622,1,1
False,0.9935508966445923,1,1
False,0.9948428273200989,1,1
False,0.5102162957191467,1,1
False,0.7390863299369812,1,1
False,0.9743312001228333,2,2
False,0.6211910843849182,1,1
False,0.97589510679245,2,2
False,0.9940459728240967,1,1
True,0.036350902169942856,2,0
False,0.828525185585022,2,2
True,0.084417924284935,1,0
False,0.9961166381835938,1,1
True,0.08556212484836578,1,0
False,0.49800437688827515,2,2
False,0.9954804182052612,1,1
True,0.15527574717998505,1,2
False,0.9711979627609253,2,2
False,0.9826310276985168,2,2
False,0.8673394322395325,2,2
True,0.024090034887194633,2,0
False,0.9809946417808533,2,2
False,0.9690573215484619,0,0
False,0.9796019792556763,1,1
False,0.9914656281471252,1,1
False,0.9174764156341553,1,1
False,0.9089909195899963,0,0
False,0.9459425210952759,1,1
False,0.822727620601654,0,0
False,0.9870069026947021,2,2
False,0.9591697454452515,0,0
False,0.9964216947555542,1,1
False,0.9384658336639404,2,2
False,0.9987402558326721,1,1
False,0.9982346296310425,1,1
False,0.9967705011367798,1,1
False,0.9962480664253235,1,1
False,0.9949453473091125,1,1
False,0.9775107502937317,1,1
False,0.9344499111175537,1,1
False,0.9710330367088318,1,1
True,0.03350374102592468,2,0
False,0.9950093030929565,1,1
False,0.845494270324707,1,1
False,0.9704524278640747,2,2
False,0.9397073984146118,2,2
False,0.9967072606086731,1,1
False,0.5043651461601257,1,1
False,0.9749758243560791,1,1
False,0.7652363181114197,0,0
False,0.9611549973487854,2,2
False,0.9833338856697083,2,2
False,0.889058530330658,0,0
False,0.8705100417137146,0,0
False,0.8616842031478882,0,0
False,0.9930279850959778,1,1
False,0.9843224883079529,0,0
False,0.8875568509101868,1,1
False,0.6624341011047363,2,2
True,0.04661265015602112,0,1
False,0.9787057042121887,1,1
False,0.9975466132164001,1,1
False,0.6709418296813965,1,1
False,0.9928379654884338,1,1
False,0.9585779905319214,2,2
False,0.8596786260604858,1,1
False,0.9369795918464661,1,1
False,0.9960896968841553,1,1
False,0.9963933825492859,1,1
False,0.9599506258964539,0,0
False,0.9212927222251892,2,2
False,0.9976978898048401,1,1
False,0.9544748067855835,1,1
False,0.9377859830856323,2,2
False,0.9939824938774109,1,1
False,0.9671119451522827,2,2
False,0.9847737550735474,2,2
False,0.9893293976783752,1,1
False,0.9510621428489685,1,1
False,0.8476207256317139,1,1
False,0.9759576916694641,2,2
True,0.23289820551872253,1,0
False,0.8757482767105103,2,2
False,0.9763621687889099,2,2
False,0.9642041325569153,1,1
False,0.9939655661582947,1,1
False,0.9811299443244934,1,1
False,0.913054883480072,2,2
False,0.8366616368293762,2,2
False,0.9950973391532898,1,1
False,0.9976077079772949,1,1
False,0.9368110299110413,0,0
False,0.9980536699295044,1,1
False,0.927962064743042,1,1
False,0.9976146221160889,1,1
True,0.17689856886863708,1,2
False,0.7572250366210938,0,0
False,0.9964704513549805,1,1
False,0.9830085635185242,1,1
False,0.9966151118278503,1,1
False,0.2166568785905838,2,1
False,0.9970646500587463,1,1
False,0.8252780437469482,1,1
False,0.9013457894325256,2,2
False,0.6184532046318054,2,2
False,0.959281861782074,1,1
False,0.9472243189811707,0,0
False,0.9979666471481323,1,1
False,0.23001651465892792,2,1
False,0.9964913725852966,1,1
True,0.24597422778606415,1,0
True,0.09325569868087769,1,2
False,0.742907702922821,2,2
False,0.9961393475532532,1,1
False,0.9740143418312073,1,1
False,0.9857893586158752,1,1
False,0.998108983039856,1,1
False,0.9980759620666504,1,1
False,0.9979494214057922,1,1
False,0.9665782451629639,0,0
False,0.6725103855133057,1,1
False,0.9574201703071594,1,1
False,0.9902766942977905,1,1
False,0.9718637466430664,2,2
False,0.9862651228904724,2,2
False,0.9888381958007812,1,1
False,0.6590331196784973,0,0
False,0.65377277135849,0,0
False,0.9950429201126099,1,1
False,0.9968910813331604,1,1
False,0.8046627640724182,0,0
True,0.22526699304580688,1,0
False,0.8495781421661377,1,1
False,0.7743743062019348,2,2
False,0.997165858745575,1,1
False,0.45581501722335815,0,1
False,0.9534416794776917,1,1
False,0.3725573718547821,1,2
False,0.9796620607376099,2,2
False,0.9641941785812378,2,2
False,0.5055365562438965,1,1
False,0.8279191851615906,1,1
False,0.9781674146652222,1,1
False,0.9978479146957397,1,1
False,0.9291312098503113,1,1
False,0.9814804196357727,2,2
False,0.9347248673439026,1,1
False,0.9929601550102234,1,1
False,0.991445779800415,1,1
False,0.9969344139099121,1,1
False,0.9963386058807373,1,1
False,0.9875285625457764,1,1
False,0.8280360698699951,2,2
False,0.9955192804336548,1,1
False,0.9544824957847595,1,1
False,0.6522985100746155,0,0
False,0.37784141302108765,1,2
False,0.8714467883110046,0,0
False,0.9977952241897583,1,1
False,0.9659350514411926,2,2
False,0.9971119165420532,1,1
False,0.9952099919319153,1,1
False,0.8996381759643555,1,1
False,0.9527035355567932,1,1
False,0.9444676041603088,2,2
False,0.8026441335678101,0,0
False,0.9830812811851501,2,2
False,0.9968476891517639,1,1
False,0.6701000332832336,0,0
False,0.4535644054412842,1,0
False,0.9975730776786804,1,1
True,0.14540404081344604,1,2
False,0.9113740921020508,0,0
False,0.886848509311676,1,1
True,0.08006031066179276,1,0
False,0.9593519568443298,1,1
False,0.9966000914573669,1,1
False,0.9970353841781616,1,1
False,0.8695499897003174,2,2
True,0.10947377979755402,1,0
False,0.9616091251373291,2,2
False,0.9535536766052246,1,1
False,0.9263932108879089,1,1
False,0.9957475066184998,1,1
False,0.9968487620353699,1,1
False,0.9740837812423706,2,2
False,0.994002640247345,1,1
False,0.9384279847145081,1,1
False,0.9829179644584656,2,2
False,0.9977217316627502,1,1
False,0.9781474471092224,1,1
False,0.9811856150627136,2,2
False,0.9815133810043335,2,2
False,0.9888024926185608,1,1
False,0.9726637005805969,0,0
False,0.9936745166778564,1,1
True,0.11847047507762909,2,1
False,0.9522351622581482,1,1
False,0.9617797136306763,2,2
False,0.9745277166366577,2,2
False,0.9971779584884644,1,1
False,0.9898794889450073,1,1
False,0.9759904742240906,1,1
False,0.9402121901512146,1,1
False,0.8867214918136597,0,0
False,0.6971487998962402,1,1
False,0.9972003698348999,1,1
False,0.967235267162323,0,0
False,0.8996918201446533,1,1
False,0.7211308479309082,2,2
False,0.997268557548523,1,1
True,0.016968760639429092,0,1
False,0.9923856258392334,1,1
False,0.9727181792259216,2,2
True,0.029253646731376648,0,1
False,0.9516796469688416,1,1
False,0.5985620617866516,0,0
False,0.9443274736404419,0,0
False,0.9755395650863647,1,1
False,0.9973481893539429,1,1
False,0.8995290994644165,1,1
False,0.6120076179504395,1,1
False,0.7748657464981079,2,2
True,0.1834792196750641,2,1
False,0.9986560344696045,1,1
False,0.9936323761940002,1,1
False,0.9931869506835938,1,1
True,0.07223296165466309,0,1
False,0.9742859601974487,1,1
False,0.9816250205039978,1,1
False,0.9717516303062439,2,2
False,0.9946787357330322,1,1
True,0.059960540384054184,1,2
False,0.5222310423851013,2,2
False,0.8904526233673096,1,1
False,0.9577621817588806,1,1
False,0.9546447992324829,2,2
True,0.02068454399704933,1,2
False,0.6319171190261841,0,0
False,0.9760379791259766,2,2
False,0.5038254857063293,2,2
False,0.9231163263320923,1,1
False,0.9816122651100159,2,2
False,0.9981274008750916,1,1
False,0.8854576349258423,1,1
False,0.9695433378219604,2,2
False,0.9212555885314941,0,0
False,0.7676379680633545,1,1
False,0.996865451335907,1,1
False,0.9372597932815552,1,1
False,0.27695438265800476,0,1
False,0.9983081817626953,1,1
False,0.9954091906547546,1,1
False,0.3698907196521759,1,2
False,0.9938716888427734,1,1
False,0.8263198137283325,0,0
False,0.9981997013092041,1,1
False,0.2692965567111969,1,2
False,0.952363133430481,2,2
False,0.8874453902244568,1,1
False,0.9579806327819824,2,2
False,0.9958024621009827,1,1
False,0.9913275837898254,1,1
False,0.995465099811554,1,1
False,0.4662661850452423,1,0
False,0.6832452416419983,2,2
False,0.3668214976787567,1,2
False,0.9951211810112,1,1
False,0.970760703086853,1,1
False,0.9983775615692139,1,1
False,0.9615045785903931,1,1
False,0.9934763312339783,1,1
False,0.980127215385437,1,1
False,0.9909350275993347,1,1
False,0.9966679215431213,1,1
False,0.9677326083183289,1,1
False,0.9967392086982727,1,1
False,0.9984326958656311,1,1
False,0.9910939335823059,1,1
False,0.881377637386322,0,0
False,0.9979070425033569,1,1
False,0.9928135275840759,1,1
False,0.99017733335495,1,1
False,0.9102688431739807,1,1
False,0.9979070425033569,1,1
False,0.7813577651977539,1,1
True,0.024969402700662613,0,1
False,0.994986891746521,1,1
False,0.7923223376274109,1,1
False,0.8787511587142944,1,1
False,0.6844244599342346,0,0
False,0.9886823892593384,1,1
False,0.958919107913971,2,2
False,0.9968075752258301,1,1
False,0.8855710625648499,1,1
False,0.9710615277290344,2,2
False,0.9984361529350281,1,1
False,0.9848191738128662,1,1
False,0.9653959274291992,2,2
False,0.9529022574424744,2,2
True,0.06532108038663864,0,1
True,0.03731391206383705,1,2
False,0.8420259952545166,0,0
False,0.5007637143135071,1,1
False,0.4168868064880371,1,2
False,0.9701821208000183,0,0
True,0.10847067832946777,1,2
False,0.23221053183078766,2,1
False,0.9982852339744568,1,1
False,0.9982985854148865,1,1
False,0.7936031818389893,1,1
False,0.9188956022262573,1,1
False,0.9987402558326721,1,1
False,0.9977625608444214,1,1
False,0.9865462779998779,1,1
False,0.9837225079536438,1,1
False,0.9702421426773071,1,1
False,0.9939824938774109,1,1
False,0.9965658783912659,1,1
False,0.9975307583808899,1,1
False,0.9787048101425171,1,1
False,0.9869694709777832,1,1
False,0.894520103931427,0,0
False,0.975548267364502,2,2
False,0.9903395771980286,1,1
False,0.7464880347251892,0,0
False,0.9980635046958923,1,1
False,0.9565319418907166,1,1
False,0.9970404505729675,1,1
False,0.9562282562255859,1,1
True,0.07676013559103012,1,2
False,0.9105485677719116,2,2
False,0.831280529499054,1,1
False,0.992214024066925,1,1
True,0.047719404101371765,0,1
False,0.9330896139144897,0,0
False,0.9970844388008118,1,1
False,0.9957455992698669,1,1
False,0.9774701595306396,2,2
False,0.683641254901886,1,1
False,0.9373041987419128,0,0
False,0.9989138841629028,1,1
False,0.8481491208076477,1,1
False,0.7563841938972473,0,0
False,0.9806042909622192,1,1
True,0.09922987967729568,0,1
False,0.8891489505767822,1,1
False,0.720350980758667,0,0
False,0.9915940761566162,1,1
False,0.9938710927963257,1,1
False,0.8348832726478577,1,1
False,0.8722924590110779,1,1
False,0.9726171493530273,1,1
False,0.8939295411109924,1,1
False,0.9609531760215759,0,0
False,0.9459145665168762,1,1
False,0.9774165153503418,1,1
False,0.9558514952659607,1,1
True,0.03130287677049637,0,1
False,0.8476582169532776,1,1
True,0.10317503660917282,0,1
False,0.9973740577697754,1,1
True,0.14568886160850525,1,2
False,0.9968855977058411,1,1
True,0.09093422442674637,2,1
False,0.9514733552932739,2,2
False,0.96307772397995,2,2
False,0.9879873991012573,1,1
False,0.9979643821716309,1,1
False,0.998522937297821,1,1
False,0.8694044351577759,0,0
False,0.9961569905281067,1,1
False,0.9466080069541931,2,2
False,0.8778729438781738,2,2
False,0.8934228420257568,2,2
False,0.9966164231300354,1,1
False,0.5291665196418762,1,1
False,0.9823092818260193,2,2
False,0.9230157732963562,1,1
False,0.9973255395889282,1,1
False,0.7031725645065308,2,2
False,0.9633954763412476,2,2
False,0.9948195815086365,1,1
False,0.6721076369285583,2,2
False,0.9969925880432129,1,1
False,0.9987402558326721,1,1
False,0.9982732534408569,1,1
False,0.996126115322113,1,1
False,0.9209648370742798,2,2
True,0.0044009629637002945,2,0
False,0.9984234571456909,1,1
False,0.9664629101753235,1,1
True,0.055876199156045914,2,0
False,0.9777401685714722,1,1
False,0.8855710625648499,1,1
True,0.05327582359313965,1,0
False,0.9066388607025146,1,1
True,0.05200343579053879,1,0
True,0.014298436231911182,2,1
False,0.9168536067008972,1,1
False,0.6851739883422852,0,0
False,0.9474730491638184,2,2
False,0.9906721711158752,1,1
False,0.8954600691795349,1,1
False,0.9464192390441895,0,0
False,0.951689600944519,1,1
False,0.9837313890457153,2,2
False,0.9401234984397888,1,1
False,0.9816616177558899,1,1
False,0.9934862852096558,1,1
False,0.9979952573776245,1,1
False,0.998499870300293,1,1
False,0.7923820614814758,0,0
False,0.5314825177192688,1,1
True,0.05957205221056938,1,2
False,0.9805006980895996,2,2
False,0.9775283932685852,1,1
False,0.9979994893074036,1,1
False,0.996227502822876,1,1
False,0.9821984171867371,1,1
False,0.8482826948165894,2,2
True,0.0518280491232872,1,2
False,0.959541380405426,1,1
False,0.7090627551078796,2,2
False,0.9964609742164612,1,1
False,0.9752771258354187,0,0
False,0.9942341446876526,1,1
False,0.9980493783950806,1,1
False,0.7307684421539307,1,1
False,0.8839199542999268,1,1
False,0.9436408877372742,1,1
False,0.9979643821716309,1,1
False,0.9806042909622192,1,1
False,0.9603508710861206,1,1
False,0.9969250559806824,1,1
False,0.9764890074729919,2,2
False,0.8810409903526306,0,0
False,0.9859765768051147,1,1
False,0.9513373970985413,2,2
False,0.3843878507614136,1,0
False,0.9820060729980469,2,2
False,0.9797607660293579,2,2
False,0.8204101920127869,1,1
False,0.960323691368103,1,1
False,0.8868610858917236,1,1
True,0.21164508163928986,1,2
False,0.9973604083061218,1,1
False,0.9841861128807068,1,1
False,0.9960481524467468,1,1
False,0.9980112314224243,1,1
False,0.4150536358356476,0,1
False,0.9762068390846252,1,1
False,0.9890880584716797,1,1
False,0.9968384504318237,1,1
False,0.9578374028205872,1,1
False,0.9594196677207947,1,1
False,0.08345422148704529,2,1
False,0.6578863859176636,0,0
False,0.04240715503692627,0,2
True,0.23187784850597382,1,2
False,0.26273009181022644,0,1
False,0.872369647026062,0,0
False,0.9961196184158325,1,1
False,0.9078465104103088,0,0
False,0.9294047951698303,1,1
False,0.9652337431907654,2,2
False,0.8300431966781616,2,2
False,0.9957717061042786,1,1
False,0.9969947338104248,1,1
False,0.975456714630127,1,1
False,0.3147369623184204,1,2
False,0.9652296304702759,0,0
False,0.9849550724029541,1,1
False,0.9936923980712891,1,1
True,0.017954060807824135,2,1
False,0.9794244766235352,2,2
False,0.9933962225914001,1,1
False,0.9878573417663574,1,1
False,0.9976907968521118,1,1
False,0.6784278154373169,2,2
False,0.9830811619758606,1,1
False,0.9553303718566895,2,2
False,0.5705211162567139,1,1
False,0.9766929745674133,1,1
False,0.571918249130249,1,1
False,0.7739754915237427,2,2
False,0.9680430293083191,1,1
True,0.019835148006677628,0,1
False,0.8822706341743469,2,2
True,0.1706312745809555,1,2
False,0.99442458152771,1,1
False,0.8674637675285339,0,0
False,0.9767217636108398,2,2
False,0.9799679517745972,1,1
